,ID,Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange,Latitude,Longitude,ISO2,ISO3,Country_Region,AdminRegion1,AdminRegion2,Country_Population,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share,State,AdminRegion1 Pop,County_State,County,Density,CTYPOP,Case Ratio
223077,22909785,06/01/2020,275,2.0,1.0,0.0,213.0,4.0,45.58974,-98.35159,US,USA,United States,South Dakota,Brown County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Brown County,21.3,38839.0,0.7080511856638946
223124,22923913,06/01/2020,1,0.0,0.0,0.0,,,43.71804,-99.08015,US,USA,United States,South Dakota,Brule County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Brule County,6.4,5297.0,0.018878610534264678
223207,22923914,06/01/2020,4,0.0,1.0,0.0,10.0,0.0,43.20775,-98.58816999999999,US,USA,United States,South Dakota,Charles Mix County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Charles Mix County,8.3,9292.0,0.04304778303917348
223269,22923915,06/01/2020,1,0.0,1.0,0.0,4.0,0.0,44.8583,-97.7295,US,USA,United States,South Dakota,Clark County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Clark County,3.9,3736.0,0.02676659528907923
223331,22923916,06/01/2020,5,0.0,4.0,0.0,13.0,0.0,42.914640000000006,-96.97556,US,USA,United States,South Dakota,Clay County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Clay County,33.6,14070.0,0.03553660270078181
223399,22923917,06/01/2020,12,0.0,11.0,0.0,22.0,4.0,44.97785,-97.18856,US,USA,United States,South Dakota,Codington County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Codington County,39.5,28009.0,0.04284337177335856
223447,22923918,06/01/2020,1,0.0,0.0,0.0,3.0,0.0,45.70852,-101.1969,US,USA,United States,South Dakota,Corson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Corson County,1.6,4086.0,0.024473813020068527
223518,22923919,06/01/2020,3,0.0,3.0,0.0,10.0,1.0,43.67473,-98.14596,US,USA,United States,South Dakota,Davison County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Davison County,44.8,19775.0,0.015170670037926675
223581,22923920,06/01/2020,1,0.0,1.0,0.0,1.0,0.0,44.760020000000004,-96.66795,US,USA,United States,South Dakota,Deuel County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Deuel County,7.0,4351.0,0.022983222247759134
223643,22923921,06/01/2020,1,0.0,1.0,0.0,3.0,0.0,43.23938,-103.5275,US,USA,United States,South Dakota,Fall River County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Fall River County,4.1,6713.0,0.014896469536719798
223707,22909817,06/01/2020,1,0.0,1.0,0.0,1.0,0.0,45.07101,-99.14524,US,USA,United States,South Dakota,Faulk County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Faulk County,2.4,2299.0,0.04349717268377556
223772,22923923,06/01/2020,1,0.0,1.0,0.0,3.0,0.0,44.673759999999994,-97.18833000000001,US,USA,United States,South Dakota,Hamlin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Hamlin County,11.6,6164.0,0.016223231667748216
223838,22923924,06/01/2020,5,0.0,3.0,0.0,15.0,0.0,44.38913,-99.99632,US,USA,United States,South Dakota,Hughes County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Hughes County,23.0,17526.0,0.028529042565331505
223901,22923925,06/01/2020,2,0.0,2.0,0.0,3.0,0.0,43.33483,-97.75439,US,USA,United States,South Dakota,Hutchinson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Hutchinson County,9.0,7291.0,0.027431079412974898
223947,22909834,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,44.54745,-99.48716999999999,US,USA,United States,South Dakota,Hyde County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Hyde County,1.7,1301.0,0.07686395080707148
224000,22923927,06/01/2020,3,0.0,0.0,0.0,19.0,1.0,44.06633,-98.62973000000001,US,USA,United States,South Dakota,Jerauld County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Jerauld County,3.9,2013.0,0.14903129657228018
224016,22909842,06/01/2020,1,0.0,0.0,0.0,,,44.36958,-97.4915,US,USA,United States,South Dakota,Kingsbury County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Kingsbury County,6.2,4939.0,0.020247013565499086
224074,22923928,06/01/2020,2,0.0,1.0,0.0,6.0,0.0,44.02203,-97.12935999999999,US,USA,United States,South Dakota,Lake County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Lake County,19.9,12797.0,0.015628662967883098
224138,22923929,06/01/2020,9,0.0,9.0,0.0,9.0,0.0,44.35868,-103.7922,US,USA,United States,South Dakota,Lawrence County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Lawrence County,30.1,25844.0,0.034824330598978485
224207,22923930,06/01/2020,50,0.0,21.0,0.0,205.0,3.0,43.27892,-96.72180999999999,US,USA,United States,South Dakota,Lincoln County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Lincoln County,77.7,61128.0,0.08179557649522315
224274,22923931,06/01/2020,2,0.0,2.0,0.0,8.0,0.0,43.8956,-99.84689,US,USA,United States,South Dakota,Lyman County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Lyman County,2.3,3781.0,0.052896059243586355
224335,22923932,06/01/2020,1,0.0,1.0,0.0,2.0,0.0,45.75869,-97.59846,US,USA,United States,South Dakota,Marshall County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Marshall County,5.6,4935.0,0.020263424518743665
224406,22923933,06/01/2020,2,0.0,1.0,0.0,4.0,0.0,43.6743,-97.36842,US,USA,United States,South Dakota,McCook County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,McCook County,9.8,5586.0,0.03580379520229145
224472,22923934,06/01/2020,1,0.0,1.0,0.0,6.0,0.0,44.56677,-102.71700000000001,US,USA,United States,South Dakota,Meade County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Meade County,7.3,28332.0,0.0035295778624876467
224520,22923935,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,44.02193,-97.61021,US,USA,United States,South Dakota,Miner County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Miner County,4.2,2216.0,0.04512635379061372
224592,22909867,06/01/2020,3355,6.0,49.0,0.0,2918.0,23.0,43.67418,-96.79143,US,USA,United States,South Dakota,Minnehaha County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Minnehaha County,210.0,193134.0,1.7371358745741299
224667,22909874,06/01/2020,235,8.0,4.0,0.0,62.0,3.0,44.00374,-102.8239,US,USA,United States,South Dakota,Pennington County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Pennington County,36.4,113775.0,0.2065480114260602
224730,22923937,06/01/2020,4,0.0,3.0,0.0,30.0,13.0,45.629670000000004,-96.94606999999999,US,USA,United States,South Dakota,Roberts County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Roberts County,9.2,10394.0,0.03848374061958822
224778,22923938,06/01/2020,2,0.0,0.0,0.0,7.0,1.0,44.02345,-98.09134,US,USA,United States,South Dakota,Sanborn County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Sanborn County,4.1,2344.0,0.08532423208191127
224884,22923939,06/01/2020,3,0.0,2.0,0.0,4.0,0.0,44.93804,-98.34619,US,USA,United States,South Dakota,Spink County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Spink County,4.3,6376.0,0.04705144291091593
224930,22909884,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,44.715559999999996,-100.1323,US,USA,United States,South Dakota,Sully County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Sully County,1.4,1391.0,0.07189072609633358
224993,22923941,06/01/2020,1,0.0,1.0,0.0,17.0,0.0,43.19336,-100.7184,US,USA,United States,South Dakota,Todd County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Todd County,6.9,10177.0,0.009826078412105728
225055,22923942,06/01/2020,5,0.0,1.0,0.0,20.0,0.0,43.31088,-97.14865,US,USA,United States,South Dakota,Turner County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Turner County,13.5,8384.0,0.059637404580152674
225119,22909892,06/01/2020,91,2.0,0.0,0.0,63.0,2.0,42.83212,-96.65607,US,USA,United States,South Dakota,Union County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Union County,31.3,15932.0,0.5711775043936731
225168,22923943,06/01/2020,2,0.0,0.0,0.0,5.0,0.0,45.42994,-100.0315,US,USA,United States,South Dakota,Walworth County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Walworth County,7.7,5435.0,0.03679852805887764
225234,22923944,06/01/2020,22,0.0,13.0,0.0,42.0,1.0,43.00969,-97.39505,US,USA,United States,South Dakota,Yankton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,South Dakota,884659.0,South Dakota,Yankton County,43.1,22814.0,0.09643201542912247
225407,22923945,06/01/2020,10,0.0,1.0,0.0,36.0,0.0,36.1185,-84.19851,US,USA,United States,Tennessee,Anderson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Anderson County,222.8,76978.0,0.012990724622619451
225466,22923946,06/01/2020,8,0.0,,,,,35.51381,-86.45891999999999,US,USA,United States,Tennessee,Bedford County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Bedford County,95.1,49713.0,0.016092370204976565
225526,22923947,06/01/2020,4,0.0,1.0,0.0,6.0,0.0,36.069759999999995,-88.06828,US,USA,United States,Tennessee,Benton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Benton County,41.8,16160.0,0.024752475247524754
225583,22923948,06/01/2020,3,0.0,,,,,35.59639,-85.2053,US,USA,United States,Tennessee,Bledsoe County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Bledsoe County,31.7,15064.0,0.019915029208709505
225649,22923949,06/01/2020,36,0.0,1.0,0.0,73.0,0.0,35.6872,-83.92548000000001,US,USA,United States,Tennessee,Blount County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Blount County,220.2,133088.0,0.02704977157970666
225715,22923950,06/01/2020,21,0.0,1.0,0.0,91.0,0.0,35.15406,-84.85956999999999,US,USA,United States,Tennessee,Bradley County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Bradley County,301.0,108110.0,0.019424660068448802
225783,22923951,06/01/2020,5,0.0,1.0,0.0,16.0,0.0,36.403459999999995,-84.14936,US,USA,United States,Tennessee,Campbell County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Campbell County,84.8,39842.0,0.01254957080467848
225844,22923952,06/01/2020,6,0.0,0.0,0.0,13.0,0.0,35.80872,-86.06163000000001,US,USA,United States,Tennessee,Cannon County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Cannon County,52.0,14678.0,0.04087750374710451
225909,22923953,06/01/2020,7,0.0,1.0,0.0,24.0,0.0,35.9731,-88.45022,US,USA,United States,Tennessee,Carroll County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Carroll County,47.6,27767.0,0.02520978139518133
225969,22923954,06/01/2020,3,0.0,1.0,0.0,18.0,0.0,36.292759999999994,-82.12739,US,USA,United States,Tennessee,Carter County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Carter County,168.3,56391.0,0.005319997872000851
226037,22923955,06/01/2020,13,0.0,0.0,0.0,57.0,0.0,36.26137,-87.08723,US,USA,United States,Tennessee,Cheatham County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Cheatham County,129.3,40667.0,0.031966951090564834
226101,22923956,06/01/2020,6,0.0,0.0,0.0,12.0,0.0,35.42175,-88.61353000000001,US,USA,United States,Tennessee,Chester County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Chester County,60.0,17297.0,0.034688096201653466
226164,22923957,06/01/2020,2,0.0,0.0,0.0,7.0,0.0,36.485859999999995,-83.66051,US,USA,United States,Tennessee,Claiborne County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Claiborne County,74.1,31959.0,0.006258018085672268
226218,22923958,06/01/2020,1,0.0,0.0,0.0,6.0,0.0,36.551159999999996,-85.54375,US,USA,United States,Tennessee,Clay County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Clay County,33.2,7615.0,0.013131976362442548
226283,22923959,06/01/2020,1,0.0,0.0,0.0,19.0,0.0,35.925509999999996,-83.12114,US,USA,United States,Tennessee,Cocke County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Cocke County,82.1,36004.0,0.0027774691700922123
226342,22909937,06/01/2020,73,0.0,0.0,0.0,52.0,0.0,35.49058,-86.07481,US,USA,United States,Tennessee,Coffee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Coffee County,123.1,56520.0,0.12915782024062278
226383,22923960,06/01/2020,0,0.0,,,,,35.8134,-89.13956,US,USA,United States,Tennessee,Crockett County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Crockett County,54.9,14230.0,0.0
226450,22923961,06/01/2020,26,0.0,1.0,0.0,76.0,0.0,35.950379999999996,-84.99834,US,USA,United States,Tennessee,Cumberland County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Cumberland County,82.3,60520.0,0.04296100462656973
226514,22909944,06/01/2020,5040,0.0,62.0,0.0,3439.0,0.0,36.16956,-86.78475999999999,US,USA,United States,Tennessee,Davidson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Davidson County,1243.3,694144.0,0.7260741287110456
226630,22923963,06/01/2020,0,0.0,0.0,0.0,5.0,0.0,35.60287,-88.10874,US,USA,United States,Tennessee,Decatur County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Decatur County,35.2,11663.0,0.0
226696,22923964,06/01/2020,23,0.0,0.0,0.0,54.0,0.0,36.14906,-87.3566,US,USA,United States,Tennessee,Dickson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Dickson County,101.4,53948.0,0.04263364721583747
226763,22923965,06/01/2020,9,0.0,0.0,0.0,44.0,0.0,36.058690000000006,-89.41601999999999,US,USA,United States,Tennessee,Dyer County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Dyer County,74.8,37159.0,0.024220242740655023
226828,22923966,06/01/2020,20,0.0,2.0,0.0,88.0,0.0,35.196979999999996,-89.41433,US,USA,United States,Tennessee,Fayette County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Fayette County,54.5,41133.0,0.048622760314103036
226883,22923967,06/01/2020,2,0.0,0.0,0.0,8.0,0.0,36.38044,-84.93243000000001,US,USA,United States,Tennessee,Fentress County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Fentress County,36.0,18523.0,0.010797387032338174
226947,22923968,06/01/2020,12,0.0,1.0,0.0,41.0,0.0,35.15501,-86.09278,US,USA,United States,Tennessee,Franklin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Franklin County,74.0,42208.0,0.02843062926459439
227011,22923969,06/01/2020,11,0.0,1.0,0.0,56.0,0.0,35.996520000000004,-88.93264,US,USA,United States,Tennessee,Gibson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Gibson County,82.4,49133.0,0.022388211588952437
227066,22923970,06/01/2020,3,0.0,0.0,0.0,8.0,0.0,35.20212,-87.03474,US,USA,United States,Tennessee,Giles County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Giles County,48.3,29464.0,0.010181916915557969
227120,22923971,06/01/2020,3,0.0,0.0,0.0,6.0,0.0,36.27625,-83.5097,US,USA,United States,Tennessee,Grainger County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Grainger County,80.7,23320.0,0.012864493996569469
227186,22923972,06/01/2020,17,0.0,1.0,0.0,46.0,0.0,36.175340000000006,-82.84594,US,USA,United States,Tennessee,Greene County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Greene County,110.6,69069.0,0.024613068091328964
227249,22923973,06/01/2020,12,0.0,1.0,0.0,26.0,0.0,35.38839,-85.7227,US,USA,United States,Tennessee,Grundy County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Grundy County,38.0,13427.0,0.08937216057198183
227315,22923974,06/01/2020,4,0.0,2.0,0.0,24.0,0.0,36.217209999999994,-83.26677,US,USA,United States,Tennessee,Hamblen County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hamblen County,388.0,64934.0,0.006160101025656822
227383,22909979,06/01/2020,794,0.0,15.0,0.0,255.0,0.0,35.18092,-85.16469000000001,US,USA,United States,Tennessee,Hamilton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hamilton County,620.3,367804.0,0.21587584691846745
227424,22923975,06/01/2020,0,0.0,,,,,36.52361,-83.22176,US,USA,United States,Tennessee,Hancock County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hancock County,30.7,6620.0,0.0
227484,22909984,06/01/2020,196,0.0,0.0,0.0,184.0,0.0,35.2068,-88.99311,US,USA,United States,Tennessee,Hardeman County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hardeman County,40.8,25050.0,0.7824351297405189
227547,22923976,06/01/2020,2,0.0,2.0,0.0,11.0,0.0,35.19866,-88.18456,US,USA,United States,Tennessee,Hardin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hardin County,45.1,25652.0,0.00779666302822392
227609,22923977,06/01/2020,10,0.0,1.0,0.0,30.0,0.0,36.4411,-82.94465,US,USA,United States,Tennessee,Hawkins County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hawkins County,116.7,56786.0,0.017609974289437537
227668,22923978,06/01/2020,3,0.0,2.0,0.0,25.0,0.0,35.58313,-89.28381,US,USA,United States,Tennessee,Haywood County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Haywood County,35.2,17304.0,0.017337031900138695
227719,22923979,06/01/2020,1,0.0,0.0,0.0,15.0,0.0,35.65419,-88.38799,US,USA,United States,Tennessee,Henderson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Henderson County,53.4,28117.0,0.0035565672013372694
227778,22923981,06/01/2020,4,0.0,0.0,0.0,19.0,0.0,36.33184,-88.30102,US,USA,United States,Tennessee,Henry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Henry County,57.5,32345.0,0.012366671819446593
227831,22909998,06/01/2020,58,0.0,0.0,0.0,50.0,0.0,35.80328,-87.47331,US,USA,United States,Tennessee,Hickman County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Hickman County,40.3,25178.0,0.23035983795376916
227895,22923984,06/01/2020,2,0.0,0.0,0.0,5.0,0.0,36.28588,-87.71705,US,USA,United States,Tennessee,Houston County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Houston County,42.1,8201.0,0.02438726984514084
227950,22923986,06/01/2020,3,0.0,1.0,0.0,6.0,0.0,36.04078,-87.77558,US,USA,United States,Tennessee,Humphreys County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Humphreys County,34.9,18582.0,0.01614465611882467
228004,22923988,06/01/2020,3,0.0,0.0,0.0,11.0,0.0,36.3593,-85.67329000000001,US,USA,United States,Tennessee,Jackson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Jackson County,37.7,11786.0,0.0254539283896148
228072,22923989,06/01/2020,6,0.0,0.0,0.0,25.0,0.0,36.05101,-83.44634,US,USA,United States,Tennessee,Jefferson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Jefferson County,187.6,54495.0,0.011010184420589045
228129,22923991,06/01/2020,2,0.0,0.0,0.0,15.0,0.0,36.455009999999994,-81.85168,US,USA,United States,Tennessee,Johnson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Johnson County,61.1,17788.0,0.011243534967393748
228197,22923993,06/01/2020,115,0.0,1.0,0.0,314.0,0.0,35.993320000000004,-83.9371,US,USA,United States,Tennessee,Knox County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Knox County,850.5,470313.0,0.024451801247254486
228238,22923995,06/01/2020,0,0.0,,,,,36.33501,-89.49335,US,USA,United States,Tennessee,Lake County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Lake County,47.2,7016.0,0.0
228292,22910019,06/01/2020,56,0.0,1.0,0.0,43.0,0.0,35.76041,-89.63112,US,USA,United States,Tennessee,Lauderdale County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Lauderdale County,58.9,25633.0,0.2184683806031288
228350,22923998,06/01/2020,3,0.0,0.0,0.0,20.0,0.0,35.2173,-87.39560999999999,US,USA,United States,Tennessee,Lawrence County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Lawrence County,67.8,44142.0,0.006796248470844094
228411,22924000,06/01/2020,2,0.0,0.0,0.0,2.0,0.0,35.52729,-87.4932,US,USA,United States,Tennessee,Lewis County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Lewis County,43.1,12268.0,0.016302575806977502
228474,22924002,06/01/2020,5,0.0,0.0,0.0,18.0,0.0,35.1405,-86.58888,US,USA,United States,Tennessee,Lincoln County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Tennessee,6829174.0,Tennessee,Lincoln County,58.5,34366.0,0.014549263807251352
